100047036	5
100512538	3
100541689	2
100599530	1
100836106	1
10090426	2
101368587	1
101502671	11
101742005	2
101867755	1
101877911	1
101882262	3
101932040	1
102188073	1
102850461	1
102914149	4
103034733	1
103191390	1
103527765	1
103869439	1
104010246	1
104318571	4
104328154	1
104360987	6
105109356	1
105145907	2
105473624	1
106104316	1
106563437	2
10670133	3
106791265	11
106923105	1
10707045	2
107542459	1
107731981	1
107757265	2
107790841	2
108403123	1
108591492	3
108613172	5
10877377	1
10920337	1
109276737	1
109363053	3
109782764	16
10979261	2
110332839	5
110477609	1
110780767	1
110796825	2
111105996	1
111137011	1
11117060	2
111257138	4
111325838	1
111330604	1
111513502	1
11163800	5
111838788	2
111850715	4
111933057	1
111934565	2
111936491	1
112081281	1
112128241	1
112408681	1
112451554	1
112646799	1
113139067	1
11315741	2
113400896	1
113531669	2
113602102	4
11362581	5
113810823	4
113950810	1
114000663	4
114094180	1
114263407	1
114458594	1
114659683	1
114743687	1
114845888	1
11551963	1
115882645	2
116831911	1
116951062	1
117021262	1
117036067	10
117182852	2
117274195	2
117321926	1
117734468	1
118508203	2
118616345	1
118977343	1
119094172	1
119148606	7
119161269	1
119365064	1
119469346	1
120358240	3
120446899	1
120536209	4
121115175	4
121325027	3
121913818	1
121992953	1
122331424	1
122440216	1
12253666	3
122537914	1
12261399	1
122724519	1
122923011	5
122924047	1
123412091	1
123690121	1
123797092	2
124225612	5
124696454	1
125273469	2
125627700	1
125841371	1
126004443	4
126033523	1
126318696	1
126736904	1
126851593	1
126925095	2
127454242	1
127776073	1
128033809	1
128260051	1
128474717	3
128504168	2
128572519	2
128993041	5
129523800	2
13007547	2
130125478	5
130380301	13
13141216	2
131548507	1
132067242	6
132159475	1
132300013	1
132302573	1
132393609	1
132646905	2
132654622	2
132712094	2
132853830	1
133052120	1
133205692	1
133256224	1
133456881	1
133610887	2
133754203	1
134579525	6
134652090	2
134741019	1
1348996	2
134970524	1
13526192	6
135528120	1
13559916	1
136010849	9
136260428	1
136914857	3
136966982	1
136984573	1
137163005	1
137265434	1
137422612	1
137917341	4
138260184	1
138697351	5
138748514	1
138786550	2
138989481	3
139125222	1
139614343	1
140076417	2
140639925	17
140691384	1
141395379	4
141755491	1
141805423	1
141998386	1
142066990	1
14211354	4
142462443	1
14261006	1
1433581	1
14346102	1
143601567	1
144241122	2
144324129	28
144737856	1
144833244	1
145814352	1
145822615	1
146234301	1
146580232	1
146803947	1
146904556	1
146974928	1
147054708	14
147753191	2
148127986	24
148186042	1
148445542	2
148596281	2
148705799	7
149072170	1
149208349	1
14964299	1
15011576	3
150529963	6
150581703	2
150582787	2
151155292	1
151187071	1
152010580	1
152178043	1
152230011	2
15233070	1
152484099	5
152746530	1
152781040	4
152918541	2
152954642	1
153047984	1
153296191	1
153315946	1
153568791	1
153597720	3
153810577	5
153919204	2
154239672	4
154641780	1
154676875	1
154718663	1
155319368	3
15532731	1
155458601	5
155599171	3
15564674	1
155730994	7
156264553	12
156348512	2
156740039	5
157754728	2
157882769	1
157985857	1
158097152	1
158420220	2
158565783	1
158694092	1
158805092	4
158970566	1
159127407	1
159455644	1
159752925	2
159928639	1
160159764	1
160217409	1
160477630	1
161060786	1
161411385	3
16141818	1
161499503	2
16203310	3
162064352	2
162182132	1
162305942	1
162354237	8
162716667	1
163259484	1
164239950	1
164291225	1
164798451	1
165094332	2
165248566	1
165338194	8
165441355	4
165504623	1
165599305	1
165777784	1
165995375	2
166408515	7
167109816	2
167276143	1
167297708	1
167473757	1
16778583	1
168733944	1
169217716	2
169743477	1
169791471	11
169861926	1
169894363	1
169898603	1
170153520	1
170904405	5
17146931	9
17180343	3
172072436	2
172233306	19
172381274	3
172477008	1
17261433	1
172799737	42
172942932	1
173123401	1
173145556	8
173251412	1
173322948	2
173475712	9
173530308	1
173751666	2
173755940	1
174114692	1
174120437	1
174302266	1
174597926	2
174964168	6
175463472	2
175488699	7
175757618	1
175866163	1
176045964	1
176579607	1
177893655	1
178375143	6
178680455	1
178886065	2
179027143	1
179267182	1
179974875	1
180464031	2
180619230	1
180620205	1
180860858	3
181137087	1
181152772	2
181218559	1
181603380	2
182359143	1
182408519	1
182686404	1
18309293	1
183194229	10
183642185	1
183808905	5
183915471	1
183970128	2
18425811	2
184379661	3
184585252	1
184830817	5
185081805	2
185475970	2
18577350	1
186101103	2
186107214	1
186139016	2
186187358	3
186189824	1
186210173	1
186674774	1
186739157	4
186798710	1
18685663	2
187428835	1
187525357	2
187594551	1
187661480	1
187668969	2
187861848	1
187863269	1
188274690	2
188665838	1
189271773	1
189653028	1
189675891	2
189891237	1
190289433	1
190317298	1
190634853	2
19089398	1
191287839	1
191313334	2
191341525	6
191357398	1
191546992	1
191622922	2
191886041	1
192026714	1
192031971	7
192377568	2
192426682	3
192590152	4
192637607	1
193148503	1
193188380	3
193295427	5
193302200	3
193483478	1
193827947	1
193896016	1
193955567	1
19426764	2
194328824	1
194529374	2
194578547	3
194810225	3
194872415	2
19491384	1
194944816	2
194944851	1
195261823	5
195531545	1
195669058	1
195719049	7
195735753	2
195769528	1
196206680	3
19637864	1
196833387	4
197838110	2
197970309	1
198707548	1
198764347	1
198816259	1
199105895	3
199314128	2
199488479	1
199753377	3
199761681	3
199830611	5
20009569	1
200199751	3
200571274	1
201087508	1
201134370	5
201899660	1
201960968	3
202105802	3
202243490	3
202282053	1
202842149	2
202948938	1
203431969	2
203465797	2
204468585	1
204584239	1
20473810	1
204753657	1
